292,あいの里公園,1,11112,1,1,,1,2,43.161206,141.413276,1111211,1111211,1111211,
293,ロイズタウン,1,11112,1,1,,36,45,43.179589,141.436236,1111231,1111231,1111211,
294,太美,1,11112,1,1,,36,45,43.189801,141.449066,1111212,1111212,1111212,
295,当別,1,11112,1,1,,36,45,43.22208,141.513764,1111213,1111213,1111213,
296,北海道医療大学,1,11112,1,1,,36,45,43.230925,141.54995,1111214,1111214,1111214,
297,石狩金沢,1,11112,1,1,,36,45,43.245385,141.569239,1111215,1111215,1111215,1
298,本中小屋,1,11112,1,1,,36,45,43.28019,141.591661,1111216,1111216,1111216,1
299,中小屋,1,11112,1,1,,36,45,43.306846,141.602341,1111217,1111217,1111217,1
300,月ケ岡,1,11112,1,1,,79,88,43.324867,141.61807,1111218,1111218,1111218,1
301,知来乙,1,11112,1,1,,79,88,43.331545,141.649123,1111219,1111219,1111219,1
302,石狩月形,1,11112,1,1,,79,88,43.340869,141.670193,1111220,1111220,1111220,1
303,豊ケ岡,1,11112,1,1,,79,88,43.366645,141.714026,1111221,1111221,1111221,1
304,札比内,1,11112,1,1,,79,88,43.370926,141.742762,1111222,1111222,1111222,1
305,晩生内,1,11112,1,1,,80,89,43.399921,141.779211,1111223,1111223,1111223,1
306,札的,1,11112,1,1,,80,89,43.419153,141.803549,1111224,1111224,1111224,1
307,浦臼,1,11112,1,1,,80,89,43.430964,141.817376,1111225,1111225,1111225,1
308,鶴沼,1,11112,1,1,,80,89,43.457673,141.840637,1111226,1111226,1111226,1
309,於札内,1,11112,1,1,,80,89,43.473424,141.840102,1111227,1111227,1111227,1
310,南下徳富,1,11112,1,1,,81,90,43.485542,141.844454,1111228,1111228,1111228,1
311,下徳富,1,11112,1,1,,81,90,43.50271,141.855574,1111229,1111229,1111229,1
312,新十津川,1,11112,1,1,,81,90,43.545575,141.874172,1111230,1111230,1111230,1
313,深川,1,11113,1,1,,28,37,43.721021,142.041642,1111301,1110338,1111301,
314,北一已,1,11113,1,1,,28,37,43.742021,142.014721,1111302,1111302,1111302,
315,秩父別,1,11113,1,1,,83,92,43.769099,141.967757,1111303,1111303,1111303,
316,北秩父別,1,11113,1,1,,83,92,43.789375,141.960915,1111304,1111304,1111304,
317,石狩沼田,1,11113,1,1,,86,95,43.810032,141.934266,1111305,1111305,1111305,
318,真布,1,11113,1,1,,86,95,43.832965,141.906756,1111306,1111306,1111306,
319,恵比島,1,11113,1,1,,86,95,43.851296,141.88144,1111307,1111307,1111307,
