7,西神田保育園,西神田保育園,西神田2-6-2 西神田ｺｽﾓｽ館
11,クレアナーサリー市ヶ谷,クレアナーサリー市ヶ谷,九段北4-2-29 ｾﾌﾞﾝｱﾈｯｸｽ1~3階
14,ポピンズナーサリースクール一番町,ポピンズナーサリースクール一番町,一番町10-8 一番町ｳｴｽﾄﾋﾞﾙ3･4階
